Routine Name,Last Used,Exercise Name,Sets,Reps,Weight,Exercise Name,Sets,Reps,Weight,Exercise Name,Sets,Reps,Weight,Exercise Name,Sets,Reps,Weight
Back,Not Used,Barbell Row,4,10,105,Low Row,4,12,55,Dumbell Row,4,12,35,Pull Ups,4,10,0
